id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,strat_label
11141,Women,Accessories,Scarves,Scarves,Black,Fall,2011.0,Casual,Scullers Women Solid Black Scarves,Scarves
52438,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink & White Nightdress,Nightdress
43615,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Casual,Vero Moda Women White Tunic,Tunics
5502,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Mischief Placid Blue T-shirt,Tshirts
30197,Unisex,Accessories,Bags,Backpacks,Green,Summer,2012.0,Casual,Nike Unisex Casual Green Backpack,Backpacks
3207,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Women's Tiger Black T-shirt,Tshirts
5169,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ed Hardy Men's Brave Hearts Stay True Grey T-shirt,Tshirts
48175,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fossil Women Black Handbag,Handbags
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt,Tshirts
9931,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men Blue T-shirt,Tshirts
12956,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Sports Blue Sports Shoes,Sports Shoes
37513,Boys,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infant Boys White Booties,Booties
43829,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Green Earrings,Earrings
39187,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,Flats
48525,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women White & Blue  Striped Dress,Dresses
16951,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,Sunglasses
2564,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Domyos Women Black Tank Top,Tops
28760,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,Aurelia Women Peach Kurta,Kurtas
6578,Men,Apparel,Topwear,Tshirts,Grey,Winter,2011.0,Casual,Inkfruit Men's War Dark Grey T-shirt,Tshirts
24236,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,La-Emotio Women Purple Kurta,Kurtas
18964,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Dark Grey Sweatshirt,Sweatshirts
47208,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown Formal Shoes,Formal Shoes
57253,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Murcia Women Orange Handbag,Handbags
48855,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Pendant
55626,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Numero Uno Men Black Shoes,Casual Shoes
16927,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Spykar Men Solid Charcoal Sweaters,Sweaters
50022,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015.0,Casual,Hanes Women Pink Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings,Leggings
47501,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2012.0,Casual,Footfun Kids Unisex Red Shoes,Casual Shoes
2094,Men,Apparel,Topwear,Shirts,White,Winter,2010.0,Casual,Lee Men Checks Green Shirt,Shirts
39201,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats,Heels
48097,Women,Apparel,Bottomwear,Trousers,Green,Winter,2011.0,Casual,French Connection Women Green Trousers,Trousers
11785,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,Tshirts
32832,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,iPanema Women Kirey Black Flats,Heels
54051,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Myntra Women Black Leggings,Leggings
36499,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Folklore Women Red Kurta,Kurtas
32008,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Playboy Men Black & Green Socks,Socks
36265,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Playsuit,Night suits
36322,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Mr.Men Boys Mr. Scatterbrain White T-shirt,Tshirts
37744,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt,Shirts
46359,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt,Shirts
39594,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Stilettos,Heels
20323,Women,Apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,Mother Earth Women Printed Black Kurta,Kurtas
55287,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Lakme Desert Rose Face Sheer,Highlighter and Blush
2324,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Sleeveless Black T-shirt,Tshirts
14800,Women,Accessories,Bags,Handbags,Brown,Summer,2011.0,Casual,United Colors of Benetton Women Solid Brown Handbags,Handbags
4274,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Rockport Men's Capella Grey Shoe,Casual Shoes
56525,Women,Personal Care,Lips,Lipstick,Mauve,Spring,2017.0,Casual,Streetwear Satin Smooth Ruby Rush Lipcolor 06,Lipstick
59727,Women,Apparel,Innerwear,Bra,Red,Summer,2012.0,Casual,Avirate Red & Black Bra,Bra
5824,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men's Dude Green T-shirt,Tshirts
43317,Women,Apparel,Dress,Jumpsuit,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Jumpsuit,Jumpsuit
23140,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Quechua Women  Fleece Grey Sweatshirt,Sweatshirts
32177,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,ADIDAS Men Chewang Grey Flip Flops,Flip Flops
28541,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Running Grey T-shirt,Tshirts
23821,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Breeze Black Flip Flops,Flip Flops
16829,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Printed Blue T-shirt,Tshirts
39162,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue Printed Kurta,Kurtas
25867,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,American Tourister Black Reversible Backpack,Backpacks
37317,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Analogue-Digital Watch AW-590-1ADR G219,Watches
57264,Women,Free Items,Free Gifts,Free Gifts,Black,Summer,2015.0,Casual,Murcia Women Black Handbag,Free Gifts
18558,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Casual Tan Heels,Heels
10483,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Damson Maroon Tshirts,Tshirts
26661,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Tenkan White Shoes,Casual Shoes
6452,Women,Footwear,Flip Flops,Flip Flops,Red,Summer,2011.0,Casual,Lotto Women's Safina Red Flip Flop,Flip Flops
4329,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Feeding Me Orange Kidswear,Tshirts
42963,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,French Connection Men Black Belt,Belts
2269,Women,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Nike Light Green Women T-shirt,Tshirts
13219,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts,Shirts
4450,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Casual,Nike Unisex Arsenal  Red White Cap,Caps
30633,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Dark Grey T-shirt,Tshirts
30588,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt,Tshirts
25400,Men,Accessories,Mufflers,Mufflers,Red,Summer,2012.0,Casual,Nike Men Red Football Club Muffler,Mufflers
8095,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Beach Upgrades Analog White Watch,Watches
38150,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Wildcraft Women Purple T-shirt,Tshirts
14510,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Aqua Green & White Striped Shirt,Shirts
29088,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Printed Black Shoes,Casual Shoes
2208,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Puma Mens Drifter Black Flip Flop,Flip Flops
46721,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Rasasi Men Hope Perfume,Perfume and Body Mist
41041,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,Watches
43255,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue Kurta,Kurtas
55370,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Revlon Iced Mauve Nail Polish 333,Nail Polish
45923,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Women Black Dial Watch,Watches
52120,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys white Printed T-Shirt,Tshirts
35647,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals,Sandals
17828,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Air Max 1 White Casual Shoe,Casual Shoes
49008,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring,Ring
17864,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Levis Men Boxer Black Brief,Briefs
57119,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Printed Pink Top,Tops
4368,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Free Authority Men's Hip Skull Cool Charcoal T-shirt,Tshirts
24623,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,Handbags
50623,Men,Apparel,Innerwear,Briefs,Black,Winter,2016.0,Casual,Chromozome Men Black Briefs,Briefs
22782,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,BIBA Women Printed Green Kurta,Kurtas
3472,Men,Accessories,Accessories,Water Bottle,Black,Fall,2010.0,Casual,ADIDAS Phantom Black Sipper,Water Bottle
12331,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,Jeans
15797,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Facit Men White Comfort Briefs,Briefs
20150,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Stampede Black Shirt,Shirts
21574,Men,Accessories,Socks,Socks,Multi,Winter,2015.0,Casual,Lino Perros Men Pack of Five Striped Socks,Socks
21385,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Manchester United Men Solid Navy Blue Track Pants,Track Pants
56279,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Biara White Everyday Support Bra MW 1002,Bra
13273,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Heels,Heels
46574,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Women Black Dial Watch,Watches
16738,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Lotto Men DI Mare Green Slipper,Flip Flops
48504,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,French Connection Women Blue Top,Tops
31460,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Cricket Off White T-shirt,Tshirts
18871,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Franco Leone Men Formal Brown Shoes,Formal Shoes
51720,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Allen Solly Men Sunglasses AS234-C2,Sunglasses
20398,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Golmaal Taj Brown Handbag,Handbags
47055,Women,Apparel,Bottomwear,Salwar,Brown,Summer,2012.0,Ethnic,Shree Women Brown Jodhpuri Salwar,Salwar
42518,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Mother Earth Women Purple Kurta,Kurtas
58616,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Earrings
3265,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Guerrilla Men's Kill You Blue T-shirt,Tshirts
56929,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,HM Women White Sandals,Flats
59256,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,Watches
36892,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Men Black Phoenix Belt,Belts
11965,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Ganuchi Men Grey Sandals,Sandals
16467,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Check Green Shirt,Shirts
4935,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Kidswear,Tops
2004,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,ADIDAS Mens Red T-shirt,Tshirts
5388,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Kalenji Kapteren Tr Grey Blue 2010,Sports Shoes
34075,Women,Footwear,Shoes,Heels,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats,Heels
21547,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Kiara Women Small Pocket Purple Handbag,Handbags
8065,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fastrack Men Non Leather Gents Black Wallet,Wallets
3645,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Maverick HI Black Red Canvas Shoe,Casual Shoes
44724,Women,Footwear,Flip Flops,Flip Flops,Lavender,Summer,2012.0,Casual,Lotto Women Lavender Blossom Flip Flops,Flip Flops
53433,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,Tshirts
12604,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Printed Purple Tops,Tops
33720,Women,Apparel,Bottomwear,Leggings,Green,Fall,2012.0,Casual,Pieces Women Green Leggings,Leggings
54934,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Do u speak green Women Peach T-shirt,Tshirts
10567,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Striped Polo Pink Tshirts,Tshirts
57866,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Carrot SPF 40 Sunscream,Sunscreen
7728,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women's Future Cat M1 White Blue Shoe,Casual Shoes
45153,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1303D-7AVDF(A494),Watches
55050,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,,Lakme Enrich Satins Lipstick 136,Lipstick
43008,Men,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,Nike Men Black Chroma Thong Flip Flops,Flip Flops
35098,Women,Accessories,Stoles,Stoles,Orange,Spring,2013.0,Casual,Allen Solly Women Coral Stole,Stoles
59876,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Femella Women Black Printed Dress,Dresses
29440,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Giordano Men Steel Dial Watch,Watches
47140,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags,Handbags
47088,Boys,Footwear,Flip Flops,Flip Flops,Blue,Winter,2013.0,Casual,Kids Ville Boys Blue Flip Flops,Flip Flops
23104,Men,Accessories,Accessories,Accessory Gift Set,Red,Winter,2011.0,Formal,Turtle Men Formal Red Accessory Gift Set,Accessory Gift Set
9490,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Deck Black Backpacks,Backpacks
15362,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,Sandals
24513,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Printed Kurta,Kurtas
26435,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Spice Art Women Black Handbag,Handbags
39460,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women White Printed Kurta,Kurtas
1673,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Reebok Mens Lagoon Black T-shirt,Tshirts
50388,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Miss Sixty White Dial Watch,Watches
8110,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Economy 2 Analg Black Watch,Watches
43632,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Vero Moda Women Black Dress,Dresses
44046,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,HUGO Men Energise Perfume,Perfume and Body Mist
51573,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Sliver Dial Watch,Watches
42517,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mother Earth Women Green Kurta,Kurtas
54500,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,Handbags
11114,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Check Purple Shirts,Shirts
39571,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,Heels
54708,Women,Apparel,Topwear,Kurtas,Multi,Fall,2012.0,Ethnic,Shree Women Multicoloured Printed Kurta,Kurtas
27773,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallets,Wallets
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men Tone-Ups Black Shoe,Casual Shoes
45303,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Belts
34873,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag,Handbags
37539,Boys,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infants Boys White Booties,Booties
35456,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Doodle Boys Printed Grey T-shirt,Tshirts
57430,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt,Tshirts
28646,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Women Bleach Grey T-shirt,Tshirts
49773,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women  Light Blue Printed Kurta,Kurtas
26919,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Top,Tops
59720,Women,Apparel,Innerwear,Bra,Orange,Summer,2014.0,Casual,Avirate Light Orange Bra,Bra
23731,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses,Sunglasses
27504,Women,Apparel,Innerwear,Bra,White,Summer,2018.0,Casual,Jockey White Solid Non-Wired Non-Padded Bra SS 12,Bra
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,Shorts
33262,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,Tshirts
27134,Women,Apparel,Innerwear,Bra,Black,Summer,2012.0,Casual,Miss-T Black Bra,Bra
43978,Women,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,DKNY Women Brown Delicious Perfume,Perfume and Body Mist
48204,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Unisex Brown Sunglasses,Sunglasses
23894,Women,Footwear,Shoes,Flats,Purple,Summer,2012.0,Casual,Fila Women Shelby Purple Sandals,Flats
42848,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,French Connection Women Brown Wallet,Wallets
20280,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Casual Green Flats,Heels
4588,Unisex,Accessories,Bags,Backpacks,Red,Winter,2018.0,Casual,Wildcraft Unisex Red & Grey Backpack,Backpacks
36643,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wills Lifestyle Men Leather Brown Belt,Belts
13403,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Check Red Shirts,Shirts
54120,Women,Footwear,Shoes,Flats,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats,Flats
50624,Men,Apparel,Innerwear,Briefs,Charcoal,Fall,2016.0,Casual,Chromozome Men Charcoal Melange Briefs,Briefs
24029,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Printed T-shirt,Tshirts
46145,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2015.0,Casual,Adrika Blue & Red Necklace,Necklace and Chains
3348,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I don't suffer from insanity Black T-shirt,Tshirts
49829,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Flip Flops
47419,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Baggit Women Black Handbag,Handbags
30461,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,John Miller Men White Shirt,Shirts
47794,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,Handbags
5565,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Mr.Men Maroon Printed T-shirt,Tshirts
40442,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,La Emotio Women Grey Dress,Dresses
43382,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Numero Uno Men Brown Flip Flops,Flip Flops
11558,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Blue Kurtas,Kurtas
31411,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Spykar Men Blue Shrek Brief,Briefs
17719,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Reid & Taylor Men Check White Shirt,Shirts
51644,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Men White Dial Chronograph Watch FS4716,Watches
56317,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,Watches
4203,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Regatta Annual Competition Kidswear,Tshirts
27418,Women,Apparel,Bottomwear,Capris,Red,Winter,2015.0,Casual,Jockey Women Red Relaxed Capris,Capris
9661,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,Shirts
41959,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Rugby Green T-shirt,Tshirts
52854,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings,Earrings
17440,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Casio Men Steel Watch EX045 EFR-502D-7AVDF,Watches
52357,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Nightdress
8642,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,2016.0,Casual,Fastrack Women Sunglasses P186PR2F,Sunglasses
33464,Women,Accessories,Belts,Belts,White,Summer,2012.0,Casual,Baggit Women Chotu Taj White Belt,Belts
16381,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Trouser,Trousers
40265,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Scullers Men Purple T-shirt,Tshirts
38233,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Black Sunglasses,Sunglasses
50957,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Jeans,Jeans
39909,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2012.0,Sports,ADIDAS Men Orange F10 Sports Shoes,Sports Shoes
36117,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,OTLS Men Laurel Black Wallet,Wallets
20305,Women,Apparel,Topwear,Sweaters,Magenta,Fall,2011.0,Casual,Jealous 21 Women Solid Magenta Sweater,Sweaters
25594,Women,Apparel,Apparel Set,Kurta Sets,White,Fall,2011.0,Ethnic,Vishudh Women White and Black Churidar Kurta with Dupatta,Kurta Sets
53599,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch,Free Gifts
52794,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,JAG Men Black Leather Wallet,Wallets
28713,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White Kurta,Kurtas
7431,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women's Deep U Neck Short Sleeve White Top,Kurtas
50639,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016.0,Casual,Chromozome Men Black Innerwear Vest,Innerwear Vests
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012.0,Casual,Lencia White Swarovski Pearl Necklace,Necklace and Chains
57742,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Caramel Daily Foundation 370,Foundation and Primer
40592,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurta,Kurtas
57536,Men,Accessories,Belts,Belts,Black,Summer,2010.0,Casual,Flying Machine Men Black Belt,Belts
